,property_type,society,sector,price,price_per_sqft,area,areaWithType,bedRoom,bathroom,balcony,floorNum,facing,agePossession,super_built_up_area,built_up_area,carpet_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score,area_room_ratio
1624,flat,dlf the skycourt,sector 86,1.55,8031.0,1930.0,Super Built up area 1930(179.3 sq.m.)Built Up area: 1900 sq.ft. (176.52 sq.m.)Carpet area: 1720 sq.ft. (159.79 sq.m.),3.0,3.0,3,5.0,South,Relatively New,1930.0,1900.0,1720.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,643.3333333333334
1625,flat,ss residency,sector 6,0.48,5333.0,900.0,Carpet area: 100 (83.61 sq.m.),3.0,2.0,2,2.0,,Moderately Old,,,100.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,300.0
1626,flat,laxmi apartment sector 99a gurgaon,sector 99a,0.3,4615.0,650.0,Super Built up area 650(60.39 sq.m.)Carpet area: 550 sq.ft. (51.1 sq.m.),2.0,2.0,1,4.0,,New Property,650.0,,550.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,325.0
1627,flat,lotus homz,sector 111,0.7,10057.0,696.0,Carpet area: 696 (64.66 sq.m.),2.0,2.0,2,8.0,East,Relatively New,,,696.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,348.0
1628,flat,imperia the esfera,sector 37c,0.86,5450.0,1578.0,Super Built up area 1578(146.6 sq.m.)Carpet area: 1310 sq.ft. (121.7 sq.m.),2.0,3.0,3,9.0,South-East,Relatively New,1578.0,,1310.0,1.0,0.0,0.0,0.0,1.0,0.0,49.0,789.0
1629,flat,ansal api esencia,sector 67,1.2,7407.0,1620.0,Carpet area: 180 (150.5 sq.m.),3.0,3.0,2,1.0,,Undefined,,,180.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,540.0
1630,house,independent,sector 3 phase 3 extension,1.5,5000.0,3000.0,Built Up area: 3000 (278.71 sq.m.),6.0,1.0,0,1.0,,New Property,,3000.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0
1631,flat,breeze global heights,sector 33,0.4,6421.0,623.0,Built Up area: 623 (57.88 sq.m.)Carpet area: 599 sq.ft. (55.65 sq.m.),2.0,2.0,2,4.0,,Undefined,,623.0,599.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,311.5
1632,flat,green court,sector 90,0.4,6390.0,626.0,Super Built up area 626(58.16 sq.m.)Carpet area: 526 sq.ft. (48.87 sq.m.),2.0,2.0,1,8.0,South,New Property,626.0,,526.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,313.0
1633,flat,shapoorji pallonji joyville gurugram,sector 102,1.28,10535.0,1215.0,Super Built up area 1215(112.88 sq.m.),2.0,2.0,3,10.0,East,Relatively New,1215.0,,,0.0,0.0,0.0,0.0,0.0,0.0,49.0,607.5
1634,flat,imperia the esfera,sector 37c,0.87,5513.0,1578.0,Super Built up area 1578(146.6 sq.m.),2.0,3.0,3+,9.0,North-East,New Property,1578.0,,,1.0,0.0,0.0,0.0,0.0,0.0,49.0,789.0
1635,flat,dlf the arbour,sector 63,7.52,18999.0,3958.0,Built Up area: 3956 (367.52 sq.m.)Carpet area: 2200 sq.ft. (204.39 sq.m.),4.0,4.0,3,15.0,West,Undefined,,3956.0,2200.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,989.5
1636,flat,ats triumph,sector 104,2.65,8413.0,3150.0,Super Built up area 3150(292.64 sq.m.),4.0,4.0,3+,10.0,North-East,Relatively New,3150.0,,,0.0,1.0,0.0,0.0,0.0,0.0,174.0,787.5
1637,flat,shree vardhman flora,sector 90,1.25,4854.0,2575.0,Super Built up area 2575(239.23 sq.m.),4.0,5.0,2,8.0,South,Relatively New,2575.0,,,1.0,1.0,0.0,0.0,0.0,0.0,165.0,643.75
1638,flat,the close north,sector 50,2.97,11401.0,2605.0,Super Built up area 2605(242.01 sq.m.)Built Up area: 2600 sq.ft. (241.55 sq.m.)Carpet area: 2100 sq.ft. (195.1 sq.m.),3.0,3.0,3+,8.0,North,Moderately Old,2605.0,2600.0,2100.0,0.0,1.0,0.0,0.0,0.0,1.0,174.0,868.3333333333334
1639,flat,mapsko royale ville,sector 82,1.22,7176.0,1700.0,Super Built up area 2300(213.68 sq.m.)Built Up area: 2000 sq.ft. (185.81 sq.m.)Carpet area: 1700 sq.ft. (157.94 sq.m.),3.0,5.0,3+,10.0,South-West,Relatively New,2300.0,2000.0,1700.0,0.0,1.0,0.0,1.0,0.0,1.0,76.0,566.6666666666666
1640,flat,ss,sector 85,1.18,7169.0,1646.0,Super Built up area 1640(152.36 sq.m.)Built Up area: 1630 sq.ft. (151.43 sq.m.)Carpet area: 1620 sq.ft. (150.5 sq.m.),2.0,2.0,3,4.0,West,Relatively New,1640.0,1630.0,1620.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,823.0
1641,flat,suncity heights,sector 54,3.85,16446.0,2341.0,Super Built up area 2341(217.49 sq.m.),3.0,3.0,3+,8.0,,Old Property,2341.0,,,0.0,1.0,0.0,0.0,0.0,0.0,67.0,780.3333333333334
1642,house,emaar mgf marbella,sector 66,12.0,38095.0,3150.0,Plot area 350(292.64 sq.m.),5.0,6.0,3+,3.0,North-East,Relatively New,,3150.0,,0.0,1.0,1.0,0.0,0.0,1.0,153.0,630.0
1643,flat,dlf regal gardens,sector 90,1.25,7340.0,1703.0,Super Built up area 1703(158.21 sq.m.),3.0,3.0,3,28.0,North,Moderately Old,1703.0,,,0.0,1.0,0.0,0.0,0.0,0.0,38.0,567.6666666666666
1644,flat,spaze privy at,sector 84,1.2,7453.0,1610.0,Super Built up area 1610(149.57 sq.m.),2.0,2.0,3,3.0,,Relatively New,1610.0,,,1.0,0.0,0.0,0.0,0.0,1.0,133.0,805.0
1645,flat,smart world orchard,sector 61,2.2,13497.0,1630.0,Carpet area: 1600 (148.64 sq.m.),3.0,3.0,2,1.0,North-East,Under Construction,,,1600.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,543.3333333333334
1646,flat,raheja sampada,sector 92,0.9,6569.0,1370.0,Super Built up area 1370(127.28 sq.m.),3.0,2.0,3,11.0,East,Relatively New,1370.0,,,0.0,0.0,0.0,0.0,0.0,0.0,88.0,456.6666666666667
1647,flat,dlf city plots phase 3,sector 24,6.5,18571.0,3500.0,Carpet area: 3500 (325.16 sq.m.),4.0,5.0,3+,3.0,North-East,New Property,,,3500.0,0.0,1.0,0.0,0.0,0.0,2.0,42.0,875.0
1648,house,independent,sector 25,6.6,36667.0,1800.0,Plot area 200(167.23 sq.m.),6.0,7.0,3+,2.0,East,Moderately Old,,1800.0,,1.0,1.0,0.0,0.0,0.0,1.0,119.0,300.0
1649,house,independent,sector 12,0.7,4118.0,1700.0,Plot area 1700(157.94 sq.m.),4.0,4.0,1,2.0,,Moderately Old,,1700.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,425.0
1650,flat,ats triumph,sector 104,2.62,8317.0,3150.0,Super Built up area 3150(292.64 sq.m.),4.0,4.0,3+,14.0,North,Relatively New,3150.0,,,0.0,1.0,0.0,0.0,0.0,0.0,174.0,787.5
1651,flat,ats kocoon,sector 109,2.2,10023.0,2195.0,Super Built up area 2095(194.63 sq.m.)Built Up area: 1860 sq.ft. (172.8 sq.m.),3.0,4.0,3,8.0,North-East,Relatively New,2095.0,1860.0,,0.0,1.0,0.0,0.0,0.0,0.0,156.0,731.6666666666666
1652,flat,shree vardhman victoria,sector 70,1.9,9744.0,1950.0,Super Built up area 1950(181.16 sq.m.),3.0,3.0,3,10.0,North-East,New Property,1950.0,,,0.0,1.0,1.0,1.0,1.0,0.0,36.0,650.0
1653,flat,silverglades the melia,sohna road,0.75,5556.0,1350.0,Built Up area: 1350 (125.42 sq.m.),2.0,2.0,2,4.0,,Moderately Old,,1350.0,,0.0,0.0,0.0,0.0,0.0,0.0,70.0,675.0
1654,flat,dlf the skycourt,sector 86,1.58,8191.0,1929.0,Super Built up area 1929(179.21 sq.m.)Built Up area: 1750 sq.ft. (162.58 sq.m.)Carpet area: 1450 sq.ft. (134.71 sq.m.),3.0,3.0,1,16.0,North,Relatively New,1929.0,1750.0,1450.0,0.0,0.0,0.0,1.0,0.0,1.0,152.0,643.0
1655,flat,mvn athens,sohna road,0.26,5394.0,482.0,Carpet area: 481.73 (44.75 sq.m.),2.0,2.0,1,5.0,,Relatively New,,,481.684525,0.0,0.0,0.0,0.0,0.0,0.0,95.0,241.0
1656,flat,the lions cghs,sector 56,2.0,8333.0,2400.0,Super Built up area 2400(222.97 sq.m.)Carpet area: 2100 sq.ft. (195.1 sq.m.),4.0,4.0,3,8.0,West,Relatively New,2400.0,,2100.0,0.0,0.0,0.0,0.0,1.0,1.0,49.0,600.0
1657,flat,ss the leaf,sector 85,1.75,7267.0,2408.0,Super Built up area 2408(223.71 sq.m.),3.0,4.0,3,8.0,North,Relatively New,2408.0,,,0.0,1.0,0.0,0.0,0.0,0.0,49.0,802.6666666666666
1658,flat,paras dews,sector 106,1.13,6406.0,1764.0,Super Built up area 1760(163.51 sq.m.)Built Up area: 1186 sq.ft. (110.18 sq.m.)Carpet area: 1130 sq.ft. (104.98 sq.m.),3.0,4.0,3+,18.0,North-West,Relatively New,1760.0,1186.0,1130.0,1.0,1.0,0.0,0.0,0.0,0.0,49.0,588.0
1659,flat,emaar mgf emerald floors premier,sector 65,2.79,14127.0,1975.0,Carpet area: 1975 (183.48 sq.m.),4.0,4.0,3+,2.0,South-West,Relatively New,,,1975.0,1.0,1.0,0.0,0.0,0.0,2.0,174.0,493.75
1660,flat,la lagune,sector 54,6.75,21361.0,3160.0,Super Built up area 3160(293.57 sq.m.)Built Up area: 2455 sq.ft. (228.08 sq.m.)Carpet area: 2240 sq.ft. (208.1 sq.m.),4.0,6.0,3+,11.0,East,Moderately Old,3160.0,2455.0,2240.0,0.0,1.0,0.0,0.0,0.0,1.0,119.0,790.0
1661,house,housing board colony,sector 28,2.1,23333.0,900.0,Plot area 100(83.61 sq.m.),2.0,8.0,3+,4.0,South-East,Moderately Old,,900.0,,0.0,0.0,0.0,0.0,1.0,1.0,38.0,450.0
1662,flat,corona gracieux,sector 76,1.08,5510.0,1960.0,Super Built up area 1960(182.09 sq.m.),3.0,3.0,3,1.0,,New Property,1960.0,,,0.0,1.0,0.0,0.0,0.0,0.0,58.0,653.3333333333334
1663,flat,shree vardhman flora,sector 90,0.7,4614.0,1517.0,Super Built up area 1352(125.6 sq.m.),2.0,2.0,3,9.0,North-East,New Property,1352.0,,,1.0,0.0,0.0,0.0,1.0,0.0,51.0,758.5
1664,flat,paras dews,sector 106,1.14,6000.0,1900.0,Super Built up area 1900(176.52 sq.m.)Built Up area: 1305 sq.ft. (121.24 sq.m.)Carpet area: 1173 sq.ft. (108.98 sq.m.),3.0,4.0,3,8.0,South,Relatively New,1900.0,1305.0,1173.0,1.0,1.0,0.0,0.0,0.0,0.0,49.0,633.3333333333334
1665,flat,cghs hewo apartments,sector 31,1.25,11574.0,1080.0,Carpet area: 1080 (100.34 sq.m.),2.0,2.0,2,2.0,,Old Property,,,1080.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,540.0
1666,flat,tulip violet,sector 69,1.32,8413.0,1569.0,Super Built up area 1568(145.67 sq.m.),3.0,3.0,1,12.0,South-East,Relatively New,1568.0,,,0.0,0.0,0.0,1.0,0.0,0.0,86.0,523.0
1667,flat,puri the aravallis,sector 61,3.9,33220.0,1174.0,Carpet area: 1249.65 (116.1 sq.m.),3.0,4.0,3+,33.0,South,Under Construction,,,1249.68879,0.0,1.0,0.0,0.0,0.0,0.0,158.0,391.3333333333333
1668,flat,chd avenue,sector 71,1.3,5532.0,2350.0,Super Built up area 2350(218.32 sq.m.),4.0,4.0,3,5.0,North-East,Moderately Old,2350.0,,,0.0,1.0,0.0,0.0,0.0,0.0,126.0,587.5
1669,flat,pioneer araya,sector 62,10.75,19499.0,5513.0,Super Built up area 5514(512.27 sq.m.),5.0,7.0,3,10.0,North-East,Relatively New,5514.0,,,0.0,1.0,0.0,0.0,0.0,1.0,153.0,1102.6
1670,flat,dlf belvedere towers,sector 25,3.7,17619.0,2100.0,Carpet area: 2100 (195.1 sq.m.),4.0,4.0,3,18.0,North-West,Old Property,,,2100.0,0.0,1.0,0.0,0.0,0.0,1.0,26.0,525.0
1671,flat,sidhivinayak apartments,sector 55,1.9,10556.0,1800.0,Carpet area: 1800 (167.23 sq.m.),4.0,3.0,3+,9.0,North,Moderately Old,,,1800.0,0.0,0.0,0.0,1.0,0.0,2.0,35.0,450.0
1672,flat,vatika city,sector 49,3.6,11921.0,3020.0,Carpet area: 3020 (280.57 sq.m.),4.0,5.0,3,7.0,,Moderately Old,,,3020.0,0.0,1.0,0.0,1.0,0.0,2.0,15.0,755.0
1673,flat,pareena coban residences,sector 99a,1.23,6159.0,1997.0,Super Built up area 1997(185.53 sq.m.),3.0,5.0,3,5.0,North-East,Relatively New,1997.0,,,0.0,1.0,0.0,0.0,0.0,0.0,99.0,665.6666666666666
1674,house,independent,sector 56,7.25,29340.0,2471.0,Plot area 303(253.35 sq.m.),8.0,8.0,3+,0.0,North-East,Moderately Old,,303.0,,0.0,0.0,0.0,0.0,0.0,1.0,24.0,308.875
1675,flat,godrej,sector 79,1.41,8998.0,1567.0,Carpet area: 1572 (146.04 sq.m.),2.0,2.0,3,3.0,,New Property,,,1572.0,1.0,0.0,0.0,0.0,0.0,0.0,104.0,783.5
1676,house,dlf new town heights,sector 86,2.5,7827.0,3194.0,Plot area 3194(296.73 sq.m.),4.0,5.0,3+,4.0,West,Moderately Old,,3194.0,,0.0,1.0,0.0,1.0,1.0,1.0,49.0,798.5
1677,flat,spire woods now ananda by alpha corp,sector 103,1.25,6902.0,1811.0,Carpet area: 1811 (168.25 sq.m.),3.0,4.0,3,11.0,,Under Construction,,,1811.0,1.0,1.0,0.0,0.0,0.0,0.0,105.0,603.6666666666666
1678,house,independent,sector 14,6.4,20317.0,3150.0,Plot area 350(292.64 sq.m.)Built Up area: 349 sq.yards (291.81 sq.m.)Carpet area: 348 sq.yards (290.97 sq.m.),6.0,6.0,3+,3.0,North,Old Property,,349.0,348.0,0.0,0.0,0.0,0.0,1.0,0.0,35.0,525.0
1679,flat,shree vardhman victoria,sector 70,1.65,8462.0,1950.0,Super Built up area 1950(181.16 sq.m.)Carpet area: 1161 sq.ft. (107.86 sq.m.),3.0,5.0,3,6.0,North-East,Relatively New,1950.0,,1161.0,0.0,1.0,0.0,1.0,0.0,0.0,167.0,650.0
1680,flat,chanderlok society,sector 28,0.9,7235.0,1244.0,Carpet area: 1244 (115.57 sq.m.),4.0,2.0,3+,1.0,,Old Property,,,1244.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,311.0
1681,flat,bestech park view residency,sector 2,1.36,7645.0,1779.0,Super Built up area 1780(165.37 sq.m.),3.0,3.0,3+,5.0,South-West,Moderately Old,1780.0,,,0.0,0.0,0.0,0.0,0.0,0.0,84.0,593.0
1682,flat,indiabulls enigma,sector 110,3.25,9559.0,3400.0,Super Built up area 3400(315.87 sq.m.),4.0,4.0,3,11.0,South,Relatively New,3400.0,,,0.0,1.0,0.0,0.0,1.0,0.0,125.0,850.0
1683,house,not applicable,sector 4,0.65,13000.0,500.0,Plot area 500(46.45 sq.m.),2.0,1.0,1,3.0,East,Moderately Old,,500.0,,0.0,0.0,0.0,0.0,0.0,0.0,7.0,250.0
1684,flat,bptp astaire gardens,sector 70a,1.8,9351.0,1925.0,Built Up area: 1925 (178.84 sq.m.),3.0,3.0,3,3.0,North-West,Relatively New,,1925.0,,1.0,0.0,0.0,0.0,0.0,0.0,135.0,641.6666666666666
1685,flat,mapsko casa bella,sector 82,1.25,6378.0,1960.0,Super Built up area 1960(182.09 sq.m.),3.0,4.0,3+,8.0,,Under Construction,1960.0,,,0.0,0.0,0.0,0.0,0.0,0.0,54.0,653.3333333333334
1686,flat,rk tower,sector 2,0.95,9596.0,990.0,Carpet area: 990 (91.97 sq.m.),2.0,2.0,1,1.0,South-East,Relatively New,,,990.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,495.0
1687,flat,dlf regal gardens,sector 90,1.7,7222.0,2354.0,Super Built up area 2215(205.78 sq.m.),4.0,4.0,3+,15.0,North-West,Moderately Old,2215.0,,,0.0,1.0,0.0,0.0,0.0,0.0,38.0,588.5
1688,flat,mvn athens,sohna road,0.25,4259.0,587.0,Built Up area: 587 (54.53 sq.m.),2.0,2.0,1,0.0,,Relatively New,,587.0,,0.0,0.0,0.0,0.0,0.0,0.0,38.0,293.5
1689,house,independent,sector 105,0.35,7778.0,450.0,Carpet area: 500 (46.45 sq.m.),2.0,2.0,1,2.0,East,Undefined,,,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,225.0
1690,house,independent,sector 1,4.75,10556.0,4500.0,Built Up area: 4500 (418.06 sq.m.),6.0,7.0,0,4.0,,Undefined,,4500.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,750.0
1691,flat,tata primanti,sector 72,4.0,16032.0,2495.0,Super Built up area 2905(269.88 sq.m.)Carpet area: 2495 sq.ft. (231.79 sq.m.),4.0,5.0,3+,22.0,West,Relatively New,2905.0,,2495.0,0.0,1.0,0.0,0.0,0.0,1.0,174.0,623.75
1692,house,independent,sector 105,0.38,8444.0,450.0,Carpet area: 50 (4.65 sq.m.),2.0,2.0,2,1.0,,Undefined,,,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,225.0
1693,flat,the close north,sector 50,2.7,9982.0,2705.0,Super Built up area 2605(242.01 sq.m.),3.0,3.0,3+,3.0,South,Moderately Old,2605.0,,,0.0,1.0,0.0,0.0,0.0,0.0,117.0,901.6666666666666
1694,flat,zara aavaas,sector 104,0.49,6577.0,745.0,Super Built up area 745(69.21 sq.m.)Carpet area: 645 sq.ft. (59.92 sq.m.),3.0,2.0,2,7.0,,Under Construction,745.0,,645.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,248.33333333333334
1695,house,independent,sector 105,1.3,11556.0,1125.0,Plot area 1125(104.52 sq.m.),3.0,3.0,1,2.0,North,Moderately Old,,1125.0,,0.0,0.0,0.0,0.0,0.0,0.0,16.0,375.0
1696,flat,corona optus,sector 37c,1.26,7250.0,1738.0,Super Built up area 1735(161.19 sq.m.)Built Up area: 1400 sq.ft. (130.06 sq.m.)Carpet area: 965 sq.ft. (89.65 sq.m.),3.0,3.0,3,4.0,North-East,New Property,1735.0,1400.0,965.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,579.3333333333334
1697,flat,signature global grand iva,sector 103,0.5,6250.0,800.0,Super Built up area 800(74.32 sq.m.)Carpet area: 605 sq.ft. (56.21 sq.m.),2.0,2.0,2,10.0,,Relatively New,800.0,,605.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,400.0
1698,flat,aipl the peaceful homes,sector 70a,2.6,12009.0,2165.0,Carpet area: 2165 (201.14 sq.m.),3.0,2.0,2,12.0,,Moderately Old,,,2165.0,0.0,1.0,0.0,0.0,0.0,0.0,52.0,721.6666666666666
1699,flat,breez global hill view,sohna road,0.32,5776.0,554.0,Carpet area: 554 (51.47 sq.m.),2.0,2.0,2,19.0,North,Relatively New,,,554.0,0.0,0.0,0.0,0.0,0.0,1.0,21.0,277.0
1700,flat,viridian the plaza 106,sector 106,0.39,5571.0,700.0,Super Built up area 700(65.03 sq.m.)Carpet area: 450 sq.ft. (41.81 sq.m.),1.0,1.0,1,7.0,East,Relatively New,700.0,,450.0,0.0,0.0,0.0,0.0,0.0,0.0,130.0,700.0
1701,flat,aditya apartment,manesar,1.0,4032.0,2480.0,Built Up area: 2480 (230.4 sq.m.),3.0,4.0,0,3.0,,New Property,,2480.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,826.6666666666666
1702,flat,krisumi waterfall residences,sector 36a,3.65,14381.0,2538.0,Super Built up area 2538(235.79 sq.m.),3.0,3.0,2,17.0,East,New Property,2538.0,,,0.0,0.0,0.0,0.0,0.0,0.0,31.0,846.0
1703,flat,ss the leaf,sector 85,2.1,7468.0,2812.0,Super Built up area 2812(261.24 sq.m.)Built Up area: 2600 sq.ft. (241.55 sq.m.)Carpet area: 2400 sq.ft. (222.97 sq.m.),4.0,4.0,3,7.0,North,Relatively New,2812.0,2600.0,2400.0,1.0,1.0,0.0,1.0,0.0,0.0,49.0,703.0
1704,flat,signature andour heights,sector 71,0.55,8607.0,639.0,Super Built up area 639(59.37 sq.m.)Built Up area: 600 sq.ft. (55.74 sq.m.)Carpet area: 541 sq.ft. (50.26 sq.m.),2.0,2.0,1,7.0,South-East,Relatively New,639.0,600.0,541.0,0.0,0.0,0.0,0.0,0.0,1.0,24.0,319.5
1705,flat,emaar gurgaon greens,sector 102,1.54,9333.0,1650.0,Super Built up area 1650(153.29 sq.m.)Carpet area: 1022.58 sq.ft. (95 sq.m.),3.0,3.0,3,12.0,North-East,Relatively New,1650.0,,1022.58,0.0,1.0,0.0,0.0,0.0,0.0,61.0,550.0
1706,flat,ireo the corridors,sector 67a,1.5,11111.0,1350.0,Carpet area: 1350 (125.42 sq.m.),2.0,2.0,2,10.0,,Relatively New,,,1350.0,0.0,0.0,1.0,0.0,0.0,1.0,38.0,675.0
1707,flat,sare homes,sector 92,1.12,5359.0,2090.0,Carpet area: 2090 (194.17 sq.m.),4.0,4.0,2,12.0,North-West,Relatively New,,,2090.0,0.0,1.0,0.0,0.0,0.0,0.0,85.0,522.5
1708,flat,ramsons kshitij,sector 95,0.19,591.0,3215.0,Carpet area: 3212 (298.4 sq.m.),1.0,1.0,1,14.0,East,Relatively New,,,3212.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,3215.0
1709,flat,trisara our homes 3,sohna road,0.21,4339.0,484.0,Built Up area: 484 (44.97 sq.m.),1.0,1.0,0,2.0,,Undefined,,484.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,484.0
1710,flat,sidhartha ncr greens,sector 95,0.96,6202.0,1548.0,Carpet area: 1548 (143.81 sq.m.),3.0,3.0,3,8.0,,New Property,,,1548.0,0.0,0.0,1.0,1.0,0.0,0.0,8.0,516.0
1711,flat,dlf new town heights,sector 86,1.3,6736.0,1930.0,Super Built up area 1930(179.3 sq.m.),3.0,3.0,3,12.0,West,Moderately Old,1930.0,,,0.0,1.0,0.0,1.0,0.0,0.0,106.0,643.3333333333334
1712,flat,indiabulls centrum park,sector 103,1.9,5682.0,3344.0,Carpet area: 3344 (310.67 sq.m.),3.0,4.0,3+,10.0,North-East,Relatively New,,,3344.0,1.0,1.0,0.0,1.0,1.0,1.0,49.0,1114.6666666666667
1713,house,vatika india next,sector 83,1.7,7870.0,2160.0,Plot area 240(200.67 sq.m.),3.0,3.0,3+,4.0,North-West,New Property,,2160.0,,0.0,1.0,0.0,1.0,0.0,0.0,0.0,720.0
1714,flat,la vida by tata housing,sector 113,1.93,12223.0,1579.0,Super Built up area 1579(146.69 sq.m.),3.0,3.0,2,8.0,,Under Construction,1579.0,,,0.0,0.0,0.0,0.0,0.0,0.0,71.0,526.3333333333334
1715,flat,krrish florence estate,sector 70,1.25,6702.0,1865.0,Super Built up area 1865(173.26 sq.m.),3.0,3.0,3,18.0,North-East,Under Construction,1865.0,,,0.0,0.0,0.0,0.0,0.0,0.0,51.0,621.6666666666666
1716,flat,experion windchants,sector 112,2.5,13889.0,1800.0,Super Built up area 2441(226.78 sq.m.)Built Up area: 1939.03 sq.ft. (180.14 sq.m.)Carpet area: 1800 sq.ft. (167.23 sq.m.),2.0,2.0,3,10.0,East,Relatively New,2441.0,1939.03,1800.0,1.0,0.0,0.0,1.0,0.0,1.0,174.0,900.0
1717,flat,dlf the primus,sector 82a,2.2,10516.0,2092.0,Super Built up area 2092(194.35 sq.m.),3.0,3.0,3+,16.0,North-East,Relatively New,2092.0,,,0.0,1.0,0.0,0.0,0.0,2.0,174.0,697.3333333333334
1718,flat,suncity platinum towers,sector 28,7.0,22222.0,3150.0,Super Built up area 3150(292.64 sq.m.)Carpet area: 1913 sq.ft. (177.72 sq.m.),4.0,3.0,2,10.0,North,Moderately Old,3150.0,,1913.0,0.0,1.0,0.0,0.0,0.0,0.0,31.0,787.5
1720,flat,shapoorji pallonji joyville gurugram,sector 102,2.0,10799.0,1852.0,Super Built up area 1852(172.06 sq.m.),3.0,3.0,3,9.0,South-East,Relatively New,1852.0,,,0.0,0.0,0.0,0.0,0.0,0.0,49.0,617.3333333333334
1721,flat,chd avenue,sector 71,0.82,7081.0,1158.0,Super Built up area 1200(111.48 sq.m.),2.0,2.0,2,6.0,,Moderately Old,1200.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,579.0
1722,flat,puri diplomatic greens,sector 111,2.58,11727.0,2200.0,Super Built up area 2200(204.39 sq.m.),3.0,4.0,2,10.0,North,Moderately Old,2200.0,,,0.0,1.0,0.0,0.0,0.0,0.0,86.0,733.3333333333334
1723,flat,dlf the ultima,sector 81,2.3,14375.0,1600.0,Super Built up area 2132(198.07 sq.m.)Carpet area: 1600 sq.ft. (148.64 sq.m.),3.0,4.0,3+,18.0,North-East,Relatively New,2132.0,,1600.0,0.0,1.0,0.0,0.0,0.0,2.0,174.0,533.3333333333334
1724,flat,alpha corp gurgaonone,sector 84,2.2,6407.0,3434.0,Super Built up area 3434(319.03 sq.m.),4.0,4.0,3+,15.0,South-West,Relatively New,3434.0,,,0.0,1.0,0.0,0.0,0.0,0.0,97.0,858.5
1725,flat,corona optus,sector 37c,1.43,7186.0,1990.0,Super Built up area 1990(184.88 sq.m.)Carpet area: 1680 sq.ft. (156.08 sq.m.),3.0,3.0,3+,2.0,North,Relatively New,1990.0,,1680.0,0.0,1.0,0.0,0.0,1.0,0.0,49.0,663.3333333333334
1726,flat,la vida by tata housing,sector 113,1.75,10492.0,1668.0,Super Built up area 1573(146.14 sq.m.),2.0,2.0,3,10.0,East,Relatively New,1573.0,,,1.0,0.0,0.0,0.0,0.0,0.0,93.0,834.0
1727,flat,indiabulls centrum park,sector 103,2.2,7652.0,2875.0,Super Built up area 2875(267.1 sq.m.),4.0,6.0,3+,4.0,North-East,Relatively New,2875.0,,,0.0,1.0,0.0,0.0,0.0,1.0,108.0,718.75
1728,flat,whiteland blissville,sector 76,1.92,11794.0,1628.0,Built Up area: 1628 (151.25 sq.m.),3.0,3.0,2,3.0,,Undefined,,1628.0,,0.0,0.0,0.0,0.0,0.0,0.0,61.0,542.6666666666666
1729,house,independent,sector 21,1.6,11852.0,1350.0,Plot area 150(125.42 sq.m.)Built Up area: 120 sq.yards (100.34 sq.m.),5.0,5.0,2,3.0,,Relatively New,,120.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,270.0
1730,house,vatika sovereign next,sector 82a,3.85,7500.0,5133.0,Built Up area: 5140 (477.52 sq.m.),5.0,6.0,3+,6.0,,Undefined,,5140.0,,0.0,0.0,0.0,0.0,0.0,0.0,53.0,1026.6
1732,flat,cghs airport apartment,sector 47,1.8,6000.0,3000.0,Super Built up area 3000(278.71 sq.m.)Carpet area: 2700 sq.ft. (250.84 sq.m.),4.0,4.0,3+,4.0,North-West,Moderately Old,3000.0,,2700.0,0.0,0.0,1.0,0.0,0.0,1.0,120.0,750.0
1733,flat,godrej oasis,sector 88a,1.45,8082.0,1794.0,Carpet area: 1794 (166.67 sq.m.),3.0,3.0,3,12.0,,Relatively New,,,1794.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,598.0
1734,house,housing board colony,sector 28,5.5,30556.0,1800.0,Plot area 200(167.23 sq.m.),4.0,3.0,3,2.0,North,Old Property,,1800.0,,0.0,0.0,0.0,1.0,1.0,1.0,22.0,450.0
